target_group_id,topic_id,keyword,bid_message,stop_keywords,is_active,has_bidded
3720761110,24,^(Jadwal\s*:\s*)?(Selasa|Tuesday|Tue)\s+(pukul\s+)?11([.:]30)?\s*(WIB)?$,gas selasa,selasa 11:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Selasa|Tuesday|Tue)\s+(pukul\s+)?12([.:]30)?\s*(WIB)?$,gas selasa,selasa 12:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Selasa|Tuesday|Tue)\s+(pukul\s+)?13([.:]30)?\s*(WIB)?$,gas selasa,selasa 13:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Selasa|Tuesday|Tue)\s+(pukul\s+)?14([.:]30)?\s*(WIB)?$,gas selasa,selasa 14:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?07([.:]30)?\s*(WIB)?$,gas rabu,rabu 07:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?08([.:]30)?\s*(WIB)?$,gas rabu,rabu 08:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?09([.:]30)?\s*(WIB)?$,gas rabu,rabu 09:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?10([.:]30)?\s*(WIB)?$,gas rabu,rabu 10:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?11([.:]30)?\s*(WIB)?$,gas rabu,rabu 11:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?12([.:]30)?\s*(WIB)?$,gas rabu,rabu 12:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?13([.:]30)?\s*(WIB)?$,gas rabu,rabu 13:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?14([.:]30)?\s*(WIB)?$,gas rabu,rabu 14:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Rabu|Wednesday|Wed)\s+(pukul\s+)?15([.:]30)?\s*(WIB)?$,gas rabu,rabu 15:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?07([.:]30)?\s*(WIB)?$,gas kamis,kamis 07:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?08([.:]30)?\s*(WIB)?$,gas kamis,kamis 08:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?09([.:]30)?\s*(WIB)?$,gas kamis,kamis 09:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?10([.:]30)?\s*(WIB)?$,gas kamis,kamis 10:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?11([.:]30)?\s*(WIB)?$,gas kamis,kamis 11:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?12([.:]30)?\s*(WIB)?$,gas kamis,kamis 12:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?13([.:]30)?\s*(WIB)?$,gas kamis,kamis 13:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?14([.:]30)?\s*(WIB)?$,gas kamis,kamis 14:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?15([.:]30)?\s*(WIB)?$,gas kamis,kamis 15:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Kamis|Thursday|Thu)\s+(pukul\s+)?20([.:]30)?\s*(WIB)?$,gas kamis,kamis 20:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?07([.:]30)?\s*(WIB)?$,gas jumat,jumat 07:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?08([.:]30)?\s*(WIB)?$,gas jumat,jumat 08:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?09([.:]30)?\s*(WIB)?$,gas jumat,jumat 09:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?10([.:]30)?\s*(WIB)?$,gas jumat,jumat 10:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?13([.:]30)?\s*(WIB)?$,gas jumat,jumat 13:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?14([.:]30)?\s*(WIB)?$,gas jumat,jumat 14:30 stop,TRUE,FALSE
3720761110,24,^(Jadwal\s*:\s*)?(Jumat|Jum'at|Friday|Fri)\s+(pukul\s+)?20([.:]30)?\s*(WIB)?$,gas jumat,jumat 20:30 stop,TRUE,FALSE
